"Notes"	"Region"	"Region Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Census Region 3: South"	"CENS-R3"	"Dec 26, 1980"	"1980/12/26"	40.69	22.83	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 27, 1980"	"1980/12/27"	41.83	29.14	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 28, 1980"	"1980/12/28"	48.67	27.43	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 29, 1980"	"1980/12/29"	51.86	33.69	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 30, 1980"	"1980/12/30"	46.82	30.88	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 31, 1980"	"1980/12/31"	51.88	31.14	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 01, 1981"	"1981/01/01"	48.85	34.57	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 02, 1981"	"1981/01/02"	42.81	27.52	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 03, 1981"	"1981/01/03"	50.31	27.20	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 04, 1981"	"1981/01/04"	35.26	19.24	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 05, 1981"	"1981/01/05"	37.14	15.39	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 06, 1981"	"1981/01/06"	44.81	28.79	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 07, 1981"	"1981/01/07"	41.20	23.33	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 08, 1981"	"1981/01/08"	38.53	21.54	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 09, 1981"	"1981/01/09"	39.89	29.69	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 10, 1981"	"1981/01/10"	34.38	22.01	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 11, 1981"	"1981/01/11"	30.55	18.56	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 12, 1981"	"1981/01/12"	28.77	12.98	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 13, 1981"	"1981/01/13"	42.34	19.87	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 14, 1981"	"1981/01/14"	47.38	27.56	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 15, 1981"	"1981/01/15"	44.75	30.92	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 16, 1981"	"1981/01/16"	37.85	25.84	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 17, 1981"	"1981/01/17"	32.70	20.61	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 18, 1981"	"1981/01/18"	39.60	19.66	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 19, 1981"	"1981/01/19"	43.48	27.74	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 20, 1981"	"1981/01/20"	44.03	35.48	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 21, 1981"	"1981/01/21"	43.87	34.36	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 22, 1981"	"1981/01/22"	45.67	34.07	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 23, 1981"	"1981/01/23"	49.70	32.66	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 24, 1981"	"1981/01/24"	54.98	33.14	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 25, 1981"	"1981/01/25"	60.89	36.64	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 26, 1981"	"1981/01/26"	62.50	43.81	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 27, 1981"	"1981/01/27"	56.70	41.41	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 28, 1981"	"1981/01/28"	54.25	36.69	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 29, 1981"	"1981/01/29"	52.33	34.34	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 30, 1981"	"1981/01/30"	46.34	29.31	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 31, 1981"	"1981/01/31"	50.09	25.31	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 01, 1981"	"1981/02/01"	49.00	32.56	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 02, 1981"	"1981/02/02"	39.06	21.76	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 03, 1981"	"1981/02/03"	33.98	19.62	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 04, 1981"	"1981/02/04"	34.75	24.48	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 05, 1981"	"1981/02/05"	34.66	24.15	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 06, 1981"	"1981/02/06"	45.46	32.60	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 07, 1981"	"1981/02/07"	52.12	36.04	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 08, 1981"	"1981/02/08"	45.19	31.14	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 09, 1981"	"1981/02/09"	50.14	28.72	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 10, 1981"	"1981/02/10"	58.19	34.75	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 11, 1981"	"1981/02/11"	42.30	15.70	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 12, 1981"	"1981/02/12"	32.41	12.80	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 13, 1981"	"1981/02/13"	42.58	21.64	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 14, 1981"	"1981/02/14"	50.65	29.46	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 15, 1981"	"1981/02/15"	54.31	34.81	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 16, 1981"	"1981/02/16"	56.17	44.55	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 17, 1981"	"1981/02/17"	63.28	48.00	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 18, 1981"	"1981/02/18"	64.92	49.31	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 19, 1981"	"1981/02/19"	68.38	51.38	81.02
	"Census Region 3: South"	"CENS-R3"	"Feb 20, 1981"	"1981/02/20"	66.67	47.26	80.95
	"Census Region 3: South"	"CENS-R3"	"Feb 21, 1981"	"1981/02/21"	66.06	45.28	81.02
	"Census Region 3: South"	"CENS-R3"	"Feb 22, 1981"	"1981/02/22"	62.15	43.21	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 23, 1981"	"1981/02/23"	58.59	39.35	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 24, 1981"	"1981/02/24"	60.49	38.94	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 25, 1981"	"1981/02/25"	64.02	39.54	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 26, 1981"	"1981/02/26"	63.46	43.37	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 27, 1981"	"1981/02/27"	68.23	40.72	Missing
	"Census Region 3: South"	"CENS-R3"	"Feb 28, 1981"	"1981/02/28"	62.30	48.63	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 01, 1981"	"1981/03/01"	58.44	46.20	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 02, 1981"	"1981/03/02"	56.99	41.12	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 03, 1981"	"1981/03/03"	52.08	37.05	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 04, 1981"	"1981/03/04"	56.68	43.59	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 05, 1981"	"1981/03/05"	55.46	42.04	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 06, 1981"	"1981/03/06"	51.56	37.80	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 07, 1981"	"1981/03/07"	48.83	37.91	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 08, 1981"	"1981/03/08"	51.38	38.13	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 09, 1981"	"1981/03/09"	51.86	38.18	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 10, 1981"	"1981/03/10"	55.69	40.58	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 11, 1981"	"1981/03/11"	56.29	41.06	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 12, 1981"	"1981/03/12"	57.36	38.96	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 13, 1981"	"1981/03/13"	61.09	41.24	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 14, 1981"	"1981/03/14"	57.51	37.16	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 15, 1981"	"1981/03/15"	65.53	38.49	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 16, 1981"	"1981/03/16"	56.42	37.17	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 17, 1981"	"1981/03/17"	63.78	34.06	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 18, 1981"	"1981/03/18"	53.57	36.06	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 19, 1981"	"1981/03/19"	45.93	30.79	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 20, 1981"	"1981/03/20"	51.67	30.84	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 21, 1981"	"1981/03/21"	58.21	37.76	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 22, 1981"	"1981/03/22"	57.50	41.41	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 23, 1981"	"1981/03/23"	56.21	39.11	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 24, 1981"	"1981/03/24"	59.81	36.83	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 25, 1981"	"1981/03/25"	62.99	40.54	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 26, 1981"	"1981/03/26"	68.00	44.72	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 27, 1981"	"1981/03/27"	68.11	46.25	80.00
	"Census Region 3: South"	"CENS-R3"	"Mar 28, 1981"	"1981/03/28"	73.09	47.63	80.52
	"Census Region 3: South"	"CENS-R3"	"Mar 29, 1981"	"1981/03/29"	70.30	55.56	Missing
	"Census Region 3: South"	"CENS-R3"	"Mar 30, 1981"	"1981/03/30"	73.75	53.36	81.13
	"Census Region 3: South"	"CENS-R3"	"Mar 31, 1981"	"1981/03/31"	80.90	50.07	90.65
	"Census Region 3: South"	"CENS-R3"	"Apr 01, 1981"	"1981/04/01"	74.30	52.37	81.03
	"Census Region 3: South"	"CENS-R3"	"Apr 02, 1981"	"1981/04/02"	74.77	47.89	82.52
	"Census Region 3: South"	"CENS-R3"	"Apr 03, 1981"	"1981/04/03"	79.61	55.90	86.29
	"Census Region 3: South"	"CENS-R3"	"Apr 04, 1981"	"1981/04/04"	75.05	57.98	85.42
	"Census Region 3: South"	"CENS-R3"	"Apr 05, 1981"	"1981/04/05"	65.58	47.54	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 06, 1981"	"1981/04/06"	61.77	41.18	Missing
	"Census Region 3: South"	"CENS-R3"	"Apr 07, 1981"	"1981/04/07"	68.96	42.82	80.33
	"Census Region 3: South"	"CENS-R3"	"Apr 08, 1981"	"1981/04/08"	74.42	50.21	83.82
	"Census Region 3: South"	"CENS-R3"	"Apr 09, 1981"	"1981/04/09"	76.78	57.67	87.20
	"Census Region 3: South"	"CENS-R3"	"Apr 10, 1981"	"1981/04/10"	77.93	55.96	84.73
	"Census Region 3: South"	"CENS-R3"	"Apr 11, 1981"	"1981/04/11"	80.97	60.23	85.24
	"Census Region 3: South"	"CENS-R3"	"Apr 12, 1981"	"1981/04/12"	81.52	59.71	87.21
	"Census Region 3: South"	"CENS-R3"	"Apr 13, 1981"	"1981/04/13"	80.76	60.10	86.41
	"Census Region 3: South"	"CENS-R3"	"Apr 14, 1981"	"1981/04/14"	78.08	51.43	86.13
	"Census Region 3: South"	"CENS-R3"	"Apr 15, 1981"	"1981/04/15"	68.02	47.21	84.13
	"Census Region 3: South"	"CENS-R3"	"Apr 16, 1981"	"1981/04/16"	75.12	48.34	85.46
	"Census Region 3: South"	"CENS-R3"	"Apr 17, 1981"	"1981/04/17"	77.31	60.48	86.33
	"Census Region 3: South"	"CENS-R3"	"Apr 18, 1981"	"1981/04/18"	78.77	58.81	85.33
	"Census Region 3: South"	"CENS-R3"	"Apr 19, 1981"	"1981/04/19"	75.24	57.87	88.05
	"Census Region 3: South"	"CENS-R3"	"Apr 20, 1981"	"1981/04/20"	72.21	51.27	91.30
	"Census Region 3: South"	"CENS-R3"	"Apr 21, 1981"	"1981/04/21"	72.01	48.39	90.53
	"Census Region 3: South"	"CENS-R3"	"Apr 22, 1981"	"1981/04/22"	74.04	54.44	86.27
	"Census Region 3: South"	"CENS-R3"	"Apr 23, 1981"	"1981/04/23"	72.78	56.26	84.15
	"Census Region 3: South"	"CENS-R3"	"Apr 24, 1981"	"1981/04/24"	68.54	50.90	80.85
	"Census Region 3: South"	"CENS-R3"	"Apr 25, 1981"	"1981/04/25"	71.12	51.22	82.58
	"Census Region 3: South"	"CENS-R3"	"Apr 26, 1981"	"1981/04/26"	76.90	52.95	83.30
	"Census Region 3: South"	"CENS-R3"	"Apr 27, 1981"	"1981/04/27"	80.97	57.65	84.00
	"Census Region 3: South"	"CENS-R3"	"Apr 28, 1981"	"1981/04/28"	82.01	60.55	85.85
	"Census Region 3: South"	"CENS-R3"	"Apr 29, 1981"	"1981/04/29"	79.72	62.81	89.18
	"Census Region 3: South"	"CENS-R3"	"Apr 30, 1981"	"1981/04/30"	78.17	59.26	92.66
	"Census Region 3: South"	"CENS-R3"	"May 01, 1981"	"1981/05/01"	72.98	55.09	88.20
	"Census Region 3: South"	"CENS-R3"	"May 02, 1981"	"1981/05/02"	69.47	50.16	80.72
	"Census Region 3: South"	"CENS-R3"	"May 03, 1981"	"1981/05/03"	70.96	49.47	82.50
	"Census Region 3: South"	"CENS-R3"	"May 04, 1981"	"1981/05/04"	77.77	55.39	85.25
	"Census Region 3: South"	"CENS-R3"	"May 05, 1981"	"1981/05/05"	73.55	60.38	82.45
	"Census Region 3: South"	"CENS-R3"	"May 06, 1981"	"1981/05/06"	70.13	55.78	81.80
	"Census Region 3: South"	"CENS-R3"	"May 07, 1981"	"1981/05/07"	69.28	50.62	82.46
	"Census Region 3: South"	"CENS-R3"	"May 08, 1981"	"1981/05/08"	73.70	48.68	84.02
	"Census Region 3: South"	"CENS-R3"	"May 09, 1981"	"1981/05/09"	75.62	57.75	84.28
	"Census Region 3: South"	"CENS-R3"	"May 10, 1981"	"1981/05/10"	70.90	55.96	82.17
	"Census Region 3: South"	"CENS-R3"	"May 11, 1981"	"1981/05/11"	66.43	49.37	Missing
	"Census Region 3: South"	"CENS-R3"	"May 12, 1981"	"1981/05/12"	69.42	49.16	80.48
	"Census Region 3: South"	"CENS-R3"	"May 13, 1981"	"1981/05/13"	75.60	52.38	86.91
	"Census Region 3: South"	"CENS-R3"	"May 14, 1981"	"1981/05/14"	75.95	55.37	87.58
	"Census Region 3: South"	"CENS-R3"	"May 15, 1981"	"1981/05/15"	68.41	52.54	80.70
	"Census Region 3: South"	"CENS-R3"	"May 16, 1981"	"1981/05/16"	72.94	54.33	86.96
	"Census Region 3: South"	"CENS-R3"	"May 17, 1981"	"1981/05/17"	74.82	57.99	95.27
	"Census Region 3: South"	"CENS-R3"	"May 18, 1981"	"1981/05/18"	75.46	59.20	96.18
	"Census Region 3: South"	"CENS-R3"	"May 19, 1981"	"1981/05/19"	68.33	55.20	87.67
	"Census Region 3: South"	"CENS-R3"	"May 20, 1981"	"1981/05/20"	67.05	51.57	Missing
	"Census Region 3: South"	"CENS-R3"	"May 21, 1981"	"1981/05/21"	73.25	50.86	Missing
	"Census Region 3: South"	"CENS-R3"	"May 22, 1981"	"1981/05/22"	77.13	53.18	83.17
	"Census Region 3: South"	"CENS-R3"	"May 23, 1981"	"1981/05/23"	81.62	58.14	89.74
	"Census Region 3: South"	"CENS-R3"	"May 24, 1981"	"1981/05/24"	82.51	62.36	86.60
	"Census Region 3: South"	"CENS-R3"	"May 25, 1981"	"1981/05/25"	80.24	65.99	86.36
	"Census Region 3: South"	"CENS-R3"	"May 26, 1981"	"1981/05/26"	81.60	66.80	88.69
	"Census Region 3: South"	"CENS-R3"	"May 27, 1981"	"1981/05/27"	80.14	65.80	92.84
	"Census Region 3: South"	"CENS-R3"	"May 28, 1981"	"1981/05/28"	81.47	64.71	92.99
	"Census Region 3: South"	"CENS-R3"	"May 29, 1981"	"1981/05/29"	84.29	65.07	92.02
	"Census Region 3: South"	"CENS-R3"	"May 30, 1981"	"1981/05/30"	84.26	68.40	91.38
	"Census Region 3: South"	"CENS-R3"	"May 31, 1981"	"1981/05/31"	78.70	66.67	90.23
	"Census Region 3: South"	"CENS-R3"	"Jun 01, 1981"	"1981/06/01"	79.38	65.00	90.32
	"Census Region 3: South"	"CENS-R3"	"Jun 02, 1981"	"1981/06/02"	82.27	68.83	93.23
	"Census Region 3: South"	"CENS-R3"	"Jun 03, 1981"	"1981/06/03"	82.03	69.88	90.43
	"Census Region 3: South"	"CENS-R3"	"Jun 04, 1981"	"1981/06/04"	83.62	71.54	92.17
	"Census Region 3: South"	"CENS-R3"	"Jun 05, 1981"	"1981/06/05"	81.54	68.42	88.89
	"Census Region 3: South"	"CENS-R3"	"Jun 06, 1981"	"1981/06/06"	81.96	68.66	92.08
	"Census Region 3: South"	"CENS-R3"	"Jun 07, 1981"	"1981/06/07"	82.79	68.97	90.72
	"Census Region 3: South"	"CENS-R3"	"Jun 08, 1981"	"1981/06/08"	86.89	69.04	95.63
	"Census Region 3: South"	"CENS-R3"	"Jun 09, 1981"	"1981/06/09"	88.02	71.64	102.27
	"Census Region 3: South"	"CENS-R3"	"Jun 10, 1981"	"1981/06/10"	86.88	70.41	96.93
	"Census Region 3: South"	"CENS-R3"	"Jun 11, 1981"	"1981/06/11"	81.01	67.77	87.92
	"Census Region 3: South"	"CENS-R3"	"Jun 12, 1981"	"1981/06/12"	85.34	70.80	95.45
	"Census Region 3: South"	"CENS-R3"	"Jun 13, 1981"	"1981/06/13"	85.61	73.14	96.38
	"Census Region 3: South"	"CENS-R3"	"Jun 14, 1981"	"1981/06/14"	87.43	71.86	97.60
	"Census Region 3: South"	"CENS-R3"	"Jun 15, 1981"	"1981/06/15"	88.67	73.33	99.30
	"Census Region 3: South"	"CENS-R3"	"Jun 16, 1981"	"1981/06/16"	86.18	70.07	95.05
	"Census Region 3: South"	"CENS-R3"	"Jun 17, 1981"	"1981/06/17"	81.99	67.04	92.54
	"Census Region 3: South"	"CENS-R3"	"Jun 18, 1981"	"1981/06/18"	85.17	67.77	95.74
	"Census Region 3: South"	"CENS-R3"	"Jun 19, 1981"	"1981/06/19"	83.62	70.50	97.62
	"Census Region 3: South"	"CENS-R3"	"Jun 20, 1981"	"1981/06/20"	87.51	70.65	94.12
	"Census Region 3: South"	"CENS-R3"	"Jun 21, 1981"	"1981/06/21"	89.22	71.96	98.11
	"Census Region 3: South"	"CENS-R3"	"Jun 22, 1981"	"1981/06/22"	89.34	70.79	98.74
	"Census Region 3: South"	"CENS-R3"	"Jun 23, 1981"	"1981/06/23"	84.30	68.28	93.17
	"Census Region 3: South"	"CENS-R3"	"Jun 24, 1981"	"1981/06/24"	87.20	70.10	94.62
	"Census Region 3: South"	"CENS-R3"	"Jun 25, 1981"	"1981/06/25"	87.56	71.17	94.91
	"Census Region 3: South"	"CENS-R3"	"Jun 26, 1981"	"1981/06/26"	83.42	66.91	94.47
	"Census Region 3: South"	"CENS-R3"	"Jun 27, 1981"	"1981/06/27"	83.96	65.31	92.60
	"Census Region 3: South"	"CENS-R3"	"Jun 28, 1981"	"1981/06/28"	86.02	65.58	92.73
	"Census Region 3: South"	"CENS-R3"	"Jun 29, 1981"	"1981/06/29"	84.92	70.93	91.52
	"Census Region 3: South"	"CENS-R3"	"Jun 30, 1981"	"1981/06/30"	85.50	71.35	93.32
	"Census Region 3: South"	"CENS-R3"	"Jul 01, 1981"	"1981/07/01"	83.69	71.60	90.99
	"Census Region 3: South"	"CENS-R3"	"Jul 02, 1981"	"1981/07/02"	80.85	71.03	90.57
	"Census Region 3: South"	"CENS-R3"	"Jul 03, 1981"	"1981/07/03"	81.34	70.59	90.34
	"Census Region 3: South"	"CENS-R3"	"Jul 04, 1981"	"1981/07/04"	81.57	71.33	90.43
	"Census Region 3: South"	"CENS-R3"	"Jul 05, 1981"	"1981/07/05"	81.04	71.29	88.66
	"Census Region 3: South"	"CENS-R3"	"Jul 06, 1981"	"1981/07/06"	82.96	71.36	90.91
	"Census Region 3: South"	"CENS-R3"	"Jul 07, 1981"	"1981/07/07"	87.21	73.56	96.20
	"Census Region 3: South"	"CENS-R3"	"Jul 08, 1981"	"1981/07/08"	90.30	74.58	101.25
	"Census Region 3: South"	"CENS-R3"	"Jul 09, 1981"	"1981/07/09"	91.58	75.96	104.15
	"Census Region 3: South"	"CENS-R3"	"Jul 10, 1981"	"1981/07/10"	90.34	77.57	101.83
	"Census Region 3: South"	"CENS-R3"	"Jul 11, 1981"	"1981/07/11"	88.88	75.07	96.23
	"Census Region 3: South"	"CENS-R3"	"Jul 12, 1981"	"1981/07/12"	88.51	74.63	97.29
	"Census Region 3: South"	"CENS-R3"	"Jul 13, 1981"	"1981/07/13"	89.84	74.77	101.08
	"Census Region 3: South"	"CENS-R3"	"Jul 14, 1981"	"1981/07/14"	90.46	74.22	101.19
	"Census Region 3: South"	"CENS-R3"	"Jul 15, 1981"	"1981/07/15"	88.48	73.17	97.41
	"Census Region 3: South"	"CENS-R3"	"Jul 16, 1981"	"1981/07/16"	88.68	74.05	98.53
	"Census Region 3: South"	"CENS-R3"	"Jul 17, 1981"	"1981/07/17"	88.90	75.29	98.12
	"Census Region 3: South"	"CENS-R3"	"Jul 18, 1981"	"1981/07/18"	89.79	74.98	98.44
	"Census Region 3: South"	"CENS-R3"	"Jul 19, 1981"	"1981/07/19"	89.97	74.50	99.01
	"Census Region 3: South"	"CENS-R3"	"Jul 20, 1981"	"1981/07/20"	90.69	75.46	101.11
	"Census Region 3: South"	"CENS-R3"	"Jul 21, 1981"	"1981/07/21"	88.51	73.67	97.18
	"Census Region 3: South"	"CENS-R3"	"Jul 22, 1981"	"1981/07/22"	88.56	72.83	97.98
	"Census Region 3: South"	"CENS-R3"	"Jul 23, 1981"	"1981/07/23"	89.57	71.79	98.23
	"Census Region 3: South"	"CENS-R3"	"Jul 24, 1981"	"1981/07/24"	90.55	72.56	104.65
	"Census Region 3: South"	"CENS-R3"	"Jul 25, 1981"	"1981/07/25"	89.32	74.83	99.67
	"Census Region 3: South"	"CENS-R3"	"Jul 26, 1981"	"1981/07/26"	88.63	74.50	98.54
	"Census Region 3: South"	"CENS-R3"	"Jul 27, 1981"	"1981/07/27"	86.06	75.57	93.18
	"Census Region 3: South"	"CENS-R3"	"Jul 28, 1981"	"1981/07/28"	85.58	73.21	93.80
	"Census Region 3: South"	"CENS-R3"	"Jul 29, 1981"	"1981/07/29"	83.62	69.46	97.78
	"Census Region 3: South"	"CENS-R3"	"Jul 30, 1981"	"1981/07/30"	84.30	67.27	99.91
	"Census Region 3: South"	"CENS-R3"	"Jul 31, 1981"	"1981/07/31"	86.57	68.36	93.36
	"Census Region 3: South"	"CENS-R3"	"Aug 01, 1981"	"1981/08/01"	85.66	71.05	93.49
	"Census Region 3: South"	"CENS-R3"	"Aug 02, 1981"	"1981/08/02"	85.91	72.36	93.61
	"Census Region 3: South"	"CENS-R3"	"Aug 03, 1981"	"1981/08/03"	86.82	72.56	94.24
	"Census Region 3: South"	"CENS-R3"	"Aug 04, 1981"	"1981/08/04"	88.11	75.33	97.05
	"Census Region 3: South"	"CENS-R3"	"Aug 05, 1981"	"1981/08/05"	88.91	76.11	98.18
	"Census Region 3: South"	"CENS-R3"	"Aug 06, 1981"	"1981/08/06"	86.73	75.56	97.10
	"Census Region 3: South"	"CENS-R3"	"Aug 07, 1981"	"1981/08/07"	85.81	73.34	93.36
	"Census Region 3: South"	"CENS-R3"	"Aug 08, 1981"	"1981/08/08"	85.51	71.31	91.24
	"Census Region 3: South"	"CENS-R3"	"Aug 09, 1981"	"1981/08/09"	86.32	70.45	90.61
	"Census Region 3: South"	"CENS-R3"	"Aug 10, 1981"	"1981/08/10"	87.87	71.40	92.33
	"Census Region 3: South"	"CENS-R3"	"Aug 11, 1981"	"1981/08/11"	85.69	72.55	90.91
	"Census Region 3: South"	"CENS-R3"	"Aug 12, 1981"	"1981/08/12"	85.51	71.99	90.85
	"Census Region 3: South"	"CENS-R3"	"Aug 13, 1981"	"1981/08/13"	87.68	70.83	92.13
	"Census Region 3: South"	"CENS-R3"	"Aug 14, 1981"	"1981/08/14"	86.43	71.29	92.88
	"Census Region 3: South"	"CENS-R3"	"Aug 15, 1981"	"1981/08/15"	90.04	74.12	99.01
	"Census Region 3: South"	"CENS-R3"	"Aug 16, 1981"	"1981/08/16"	88.54	72.93	96.71
	"Census Region 3: South"	"CENS-R3"	"Aug 17, 1981"	"1981/08/17"	84.27	68.36	97.62
	"Census Region 3: South"	"CENS-R3"	"Aug 18, 1981"	"1981/08/18"	82.58	66.53	100.06
	"Census Region 3: South"	"CENS-R3"	"Aug 19, 1981"	"1981/08/19"	81.27	68.91	95.03
	"Census Region 3: South"	"CENS-R3"	"Aug 20, 1981"	"1981/08/20"	82.93	67.36	90.56
	"Census Region 3: South"	"CENS-R3"	"Aug 21, 1981"	"1981/08/21"	82.37	66.59	94.84
	"Census Region 3: South"	"CENS-R3"	"Aug 22, 1981"	"1981/08/22"	82.52	67.94	93.00
	"Census Region 3: South"	"CENS-R3"	"Aug 23, 1981"	"1981/08/23"	84.08	68.77	89.46
	"Census Region 3: South"	"CENS-R3"	"Aug 24, 1981"	"1981/08/24"	84.76	72.03	90.64
	"Census Region 3: South"	"CENS-R3"	"Aug 25, 1981"	"1981/08/25"	87.07	69.95	93.18
	"Census Region 3: South"	"CENS-R3"	"Aug 26, 1981"	"1981/08/26"	86.56	68.94	91.63
	"Census Region 3: South"	"CENS-R3"	"Aug 27, 1981"	"1981/08/27"	86.28	70.03	90.60
	"Census Region 3: South"	"CENS-R3"	"Aug 28, 1981"	"1981/08/28"	85.72	71.99	90.71
	"Census Region 3: South"	"CENS-R3"	"Aug 29, 1981"	"1981/08/29"	84.92	72.44	90.85
	"Census Region 3: South"	"CENS-R3"	"Aug 30, 1981"	"1981/08/30"	86.30	72.35	94.51
	"Census Region 3: South"	"CENS-R3"	"Aug 31, 1981"	"1981/08/31"	86.73	73.31	94.06
	"Census Region 3: South"	"CENS-R3"	"Sep 01, 1981"	"1981/09/01"	83.41	73.28	91.50
	"Census Region 3: South"	"CENS-R3"	"Sep 02, 1981"	"1981/09/02"	83.07	73.09	92.06
	"Census Region 3: South"	"CENS-R3"	"Sep 03, 1981"	"1981/09/03"	82.83	72.73	91.35
	"Census Region 3: South"	"CENS-R3"	"Sep 04, 1981"	"1981/09/04"	84.08	71.38	90.95
	"Census Region 3: South"	"CENS-R3"	"Sep 05, 1981"	"1981/09/05"	84.82	70.31	89.68
	"Census Region 3: South"	"CENS-R3"	"Sep 06, 1981"	"1981/09/06"	85.15	68.36	89.29
	"Census Region 3: South"	"CENS-R3"	"Sep 07, 1981"	"1981/09/07"	85.27	67.95	89.87
	"Census Region 3: South"	"CENS-R3"	"Sep 08, 1981"	"1981/09/08"	81.59	64.32	91.70
	"Census Region 3: South"	"CENS-R3"	"Sep 09, 1981"	"1981/09/09"	79.16	59.34	85.47
